id
8582.0
8579.0
8580.0
8575.0
8570.0
8558.0
8559.0
3357.0
8527.0
8528.0
8552.0
8551.0
8545.0
8543.0
8538.0
8467.0
8029.0
8026.0
8027.0
8017.0
8012.0
3014.0
3006.0
7987.0
8007.0
8009.0
2996.0
2999.0
8003.0
7984.0
7985.0
7959.0
7966.0
7947.0
7914.0
7915.0
7025.0
7033.0
7024.0
7026.0
8550.0
8261.0
8543.0
8490.0
8481.0
8477.0
3276.0
8456.0
8418.0
8384.0
4259.0
8365.0
3169.0
8202.0
8181.0
8174.0
8161.0
8132.0
2913.0
7852.0
7831.0
7830.0
2799.0
2813.0
7781.0
7780.0
7782.0
7783.0
7751.0
7683.0
2699.0
7639.0
7635.0
7634.0
7633.0
7623.0
7587.0
2536.0
2526.0
7528.0
8557.0
8279.0
3109.0
8162.0
8014.0
7585.0
2499.0
2103.0
2049.0
6629.0
1439.0
6092.0
6080.0
5954.0
5789.0
5740.0
5425.0
375.0
880.0
4836.0
1334.0
4698.0
4649.0
748.0
4304.0
4261.0
4185.0
4087.0
4062.0
4053.0
4007.0
3918.0
3872.0
3769.0
3751.0
3749.0
865.0
499.0
3582.0
3581.0
8548.0
8516.0
8515.0
8506.0
8504.0
3310.0
8495.0
8485.0
8477.0
8469.0
8468.0
8384.0
7873.0
7863.0
7869.0
7870.0
2868.0
2864.0
1762.0
1763.0
1759.0
6748.0
6747.0
6749.0
1753.0
6716.0
6715.0
6714.0
6713.0
6695.0
1739.0
6684.0
6683.0
6682.0
6681.0
6680.0
1179.0
4487.0
4488.0
4486.0
8258.0
8242.0
8033.0
8003.0
6858.0
571.0
4698.0
748.0
4298.0
4045.0
3674.0
3400.0
3326.0
3273.0
2535.0
2063.0
1854.0
1026.0
744.0
1067.0
214.0
885.0
561.0
25.0
8157.0
7945.0
7923.0
7802.0
7718.0
7541.0
7532.0
7367.0
7237.0
6898.0
6895.0
6199.0
6200.0
5961.0
5943.0
5753.0
5657.0
5596.0
174.0
429.0
4599.0
4598.0
4406.0
4087.0
324.0
3927.0
3771.0
3675.0
441.0
3405.0
3406.0
3031.0
2971.0
2957.0
2917.0
2783.0
2093.0
1982.0
1225.0
864.0
8258.0
8242.0
8033.0
8003.0
6858.0
571.0
4698.0
748.0
4298.0
4045.0
3674.0
3400.0
3326.0
3273.0
2535.0
2063.0
1854.0
1026.0
744.0
1067.0
214.0
885.0
561.0
25.0
8555.0
8557.0
8511.0
8494.0
8424.0
8429.0
8405.0
8348.0
8401.0
8381.0
8372.0
8368.0
8376.0
8228.0
8354.0
8351.0
8338.0
8339.0
8278.0
8336.0
8291.0
8252.0
8255.0
8249.0
8190.0
8229.0
8166.0
8188.0
8199.0
8201.0
8185.0
3109.0
8175.0
8174.0
8162.0
8155.0
8113.0
8098.0
8053.0
8052.0
