,id,recipeName,cook_time_minutes,prep_time_minutes,total_time_minutes,num_servings,tag_list,ingredient_list,cleanedIngredientList
96,5425.0,Instant Pot Chicken Biryani,0.0,0.0,0.0,6.0,"['schwartz_seasoned_pro', 'sponsored_recipe', 'one_top_app_meat', 'one_top_friendly', 'weeknight', 'middle_eastern', 'summer', 'comfort_food', 'big_batch', 'oven_mitts', 'chefs_knife', 'cutting_board', 'dry_measuring_cups', 'liquid_measuring_cup', 'measuring_spoons', 'pyrex', 'mixing_bowl', 'spatula', 'dinner', 'low_sugar']","['plain yogurt', 'lemon juice', 'ginger', 'Schwartz® garlic granules', 'garam masala', 'cayenne', 'turmeric', 'salt', 'boneless skinless chicken thighs']","['plain yogurt', 'lemon juice', 'ginger', 'schwartz® garlic granules', 'garam masala', 'cayenne', 'turmeric', 'salt', 'boneless skinless chicken thighs']"
97,375.0,Dreidel Pops,,,,30.0,"['indulgent_sweets', 'kid_friendly', 'stove_top', 'easy', 'desserts', 'casual_party', 'no_bake_desserts', 'middle_eastern', 'big_batch', 'shoppable_recipes_seasonal_desserts']","['marshmallow', 'pretzel stick', 'chocolate kiss', 'white chocolate chip', 'blue food coloring', 'white frosting']","['marshmallow', 'pretzel stick', 'chocolate kiss', 'white chocolate chip', 'blue food coloring', 'white frosting']"
98,880.0,North African-style Poached Eggs In Tomato Sauce,,,,4.0,"['brunch', 'middle_eastern', 'easy', 'healthy', 'one_pot_or_pan', 'cast_iron_pan', 'wooden_spoon', 'breakfast', 'measuring_spoons', 'chefs_knife', 'cutting_board', 'african']","['olive oil', 'garlic', 'medium onion', 'salt', 'pepper', 'turmeric', 'paprika', 'cumin', 'harissa paste', 'tomato paste', 'diced tomato', 'large egg', 'fresh parsley', 'baguette']","['olive oil', 'garlic', 'medium onion', 'salt', 'pepper', 'turmeric', 'paprika', 'cumin', 'harissa paste', 'tomato paste', 'diced tomato', 'large egg', 'fresh parsley', 'baguette']"
99,4836.0,Organic Quinoa Rice Cakes With Mediterranean Chicken,0.0,0.0,0.0,4.0,"['middle_eastern', 'healthy', 'high_protein', 'high_fiber']","['garlic', 'salt', 'pepper', 'olive oil', 'lemon juice', 'boneless, skinless chicken cutlets']","['garlic', 'salt', 'pepper', 'olive oil', 'lemon juice', 'boneless, skinless chicken cutlets']"
100,1334.0,Spicy Sweet Potato Hummus,,,,6.0,"['middle_eastern', 'easy', 'snacks', 'casual_party', 'game_day', 'measuring_spoons', 'sauce_pan', 'chefs_knife', 'cutting_board', 'food_processor', 'dry_measuring_cups', 'pyrex', 'spatula', 'appetizers', 'high_fiber', 'dairy_free', 'vegan', 'vegetarian']","['sweet potato', 'garbanzo beans', 'tahini', 'lemon', 'garlic', 'salt', 'black pepper', 'cayenne pepper', 'cumin', 'paprika', 'olive oil', 'pine nuts', 'water']","['sweet potato', 'garbanzo beans', 'tahini', 'lemon', 'garlic', 'salt', 'black pepper', 'cayenne pepper', 'cumin', 'paprika', 'olive oil', 'pine nuts', 'water']"
101,4698.0,Baklava,0.0,0.0,,10.0,"['baking_pan', 'desserts', 'pyrex', 'oven', 'indulgent_sweets', 'food_processor', 'parchment_paper', 'tasty_cookbook', 'liquid_measuring_cup', 'middle_eastern', 'bake', 'cutting_board', 'chefs_knife', 'mixing_bowl', 'oven_mitts', 'dry_measuring_cups', 'measuring_spoons', 'sauce_pan', 'spatula', 'stove_top', 'special_occasion', 'date_night', 'christmas', 'greek']","['sugar', 'water', 'lemon juice']","['sugar', 'water', 'lemon juice']"
102,4649.0,Kahk Eid Cookies,0.0,0.0,,24.0,"['oven', 'middle_eastern', 'baking_pan', 'comfort_food', 'indulgent_sweets', 'spatula', 'desserts', 'parchment_paper', 'bake', 'mixing_bowl', 'special_occasion', 'sieve', 'cutting_board', 'chefs_knife', 'pyrex', 'oven_mitts', 'dry_measuring_cups', 'liquid_measuring_cup', 'measuring_spoons', 'hand_mixer', 'pan_fry', 'stove_top', 'holiday_cookie_recipe', 'low_sugar']","['all purpose flour', 'toasted sesame seeds', 'granulated sugar', 'ground cinnamon', 'instant yeast', 'kosher salt', 'ghee', 'warm water']","['all purpose flour', 'toasted sesame seeds', 'granulated sugar', 'ground cinnamon', 'instant yeast', 'kosher salt', 'ghee', 'warm water']"
103,748.0,Healthy White Bean Dip Snack-Prep,,,,4.0,"['easy', 'oven', 'healthy', 'food_processor', 'meal_prep', 'gluten_free', 'snacks', 'greek', 'fusion', 'middle_eastern', 'bake', 'cutting_board', 'chefs_knife', 'pyrex', 'tongs', 'parchment_paper', 'baking_pan', 'oven_mitts', 'casual_party', 'game_day', 'charcuterie_dips']","['medium eggplant', 'red bell pepper', 'olive oil', 'canned cannellini', 'garlic cloves', 'fresh parsley', 'lemon juice', 'salt', 'black pepper', 'red pepper flakes']","['medium eggplant', 'red bell pepper', 'olive oil', 'canned cannellini', 'garlic cloves', 'fresh parsley', 'lemon juice', 'salt', 'black pepper', 'red pepper flakes']"
104,4304.0,Simple Shakshuka,,,,4.0,"['cast_iron_pan', 'stove_top', 'big_batch', 'baking_cups', 'brunch', 'breakfast', 'comfort_food', 'dry_measuring_cups', 'sauce_pan', 'one_pot_or_pan', 'easy', 'measuring_spoons', 'pyrex', 'wooden_spoon', 'middle_eastern', 'high_fiber', 'vegetarian']","['olive oil', 'yellow onion', 'orange bell pepper', 'salt', 'pepper', 'cumin', 'paprika', 'garlic', 'crushed tomatoes', 'bay leaf', 'fresh baby kale', 'large egg', 'feta cheese', 'bread']","['olive oil', 'yellow onion', 'orange bell pepper', 'salt', 'pepper', 'cumin', 'paprika', 'garlic', 'crushed tomatoes', 'bay leaf', 'fresh baby kale', 'large egg', 'feta cheese', 'bread']"
105,4261.0,Sheet-Pan Shakshuka Toast,,,,9.0,"['middle_eastern', 'healthy', 'big_batch', 'cooling_rack', 'oven_mitts', 'easy', 'brunch', 'dry_measuring_cups', 'oven', 'bake', 'epoca_walmart', 'cutting_board', 'american', 'chefs_knife', 'measuring_spoons', 'cast_iron_pan', 'fusion', 'baking_pan', 'breakfast', 'spatula', 'saute_pan', 'special_occasion', 'pyrex', 'mc_breakfast_easy', 'low_carb', 'low_calorie', 'dairy_free', 'vegetarian']","['whole wheat bread', 'olive oil', 'large white onion', 'red bell pepper', 'garlic', 'salt', 'pepper', 'cumin', 'paprika', 'cayenne', 'chili powder', 'chopped tomato', 'large egg', 'fresh parsley']","['whole wheat bread', 'olive oil', 'large white onion', 'red bell pepper', 'garlic', 'salt', 'pepper', 'cumin', 'paprika', 'cayenne', 'chili powder', 'chopped tomato', 'large egg', 'fresh parsley']"
106,4185.0,Middle Eastern Pita Salad (Fattoush Salad),,,,6.0,"['middle_eastern', 'oven', 'healthy', 'cutting_board', 'chefs_knife', 'pyrex', 'liquid_measuring_cup', 'dry_measuring_cups', 'measuring_spoons', 'wooden_spoon', 'baking_pan', 'oven_mitts', 'bake', 'sides', 'light_bites', 'oh_so_rose', 'high_fiber', 'dairy_free', 'vegan', 'vegetarian']","['small pita round', 'olive oil', 'salt', 'romaine lettuce', 'medium cucumber', 'cherry tomato', 'scallion', 'radish', 'red bell pepper', 'fresh parsley', 'fresh mint', 'lemon', 'white wine vinegar', 'garlic', 'ground sumac', 'allspice', 'pepper']","['small pita round', 'olive oil', 'salt', 'romaine lettuce', 'medium cucumber', 'cherry tomato', 'scallion', 'radish', 'red bell pepper', 'fresh parsley', 'fresh mint', 'lemon', 'white wine vinegar', 'garlic', 'ground sumac', 'allspice', 'pepper']"
107,4087.0,Homemade Chicken Shawarma With Ben Stiller And Ahmed Badr,20.0,,,4.0,"['middle_eastern', 'oven', 'cooling_rack', 'broiler', 'weeknight', 'dinner', 'baking_pan', 'mixing_bowl', 'plastic_wrap', 'tongs', 'cutting_board', 'chefs_knife', 'oven_mitts', 'comfort_food', 'pyrex', 'low_carb', 'high_protein', 'keto']","['boneless, skinless chicken thighs']","['boneless, skinless chicken thighs']"
108,4062.0,Veggie Hummus Trio,,,,10.0,"['healthy', 'food_processor', 'appetizers', 'special_occasion', 'casual_party', 'easy', 'american', 'spatula', 'dry_measuring_cups', 'fusion', 'middle_eastern', 'pyrex', 'low_carb', 'low_calorie', 'low_sugar', 'high_fiber', '5_ingredients_or_less', 'dairy_free', 'vegan', 'vegetarian']","['hummus', 'small avocado', 'red pepper', 'beet', 'pita chip']","['hummus', 'small avocado', 'red pepper', 'beet', 'pita chip']"
109,4053.0,Rainbow Hummus,,,,18.0,"['gluten_free', 'dry_measuring_cups', 'measuring_spoons', 'casual_party', 'healthy', 'chefs_knife', 'food_processor', 'cutting_board', 'spatula', 'appetizers', 'liquid_measuring_cup', 'special_occasion', 'american', 'fusion', 'middle_eastern', 'kid_friendly', 'pyrex', 'high_fiber', 'dairy_free', 'vegan', 'vegetarian']","['chickpeas', 'roasted red pepper', 'tahini', 'olive oil', 'lemon juice', 'garlic', 'smoked paprika', 'salt']","['chickpeas', 'roasted red pepper', 'tahini', 'olive oil', 'lemon juice', 'garlic', 'smoked paprika', 'salt']"
110,4007.0,Classic Hummus By Alon Shaya,,,,4.0,"['healthy', 'food_processor', 'stove_top', 'casual_party', 'middle_eastern', 'snacks', 'colander', 'appetizers', 'baking_pan', 'oven_mitts', 'pyrex', 'liquid_measuring_cup', 'measuring_spoons', 'dry_measuring_cups', 'spatula', 'special_occasion', 'bake', 'high_fiber', 'dairy_free', 'vegan', 'vegetarian']","['dried chickpeas', 'baking soda', 'cold water', 'garlic', 'raw tahini', 'kosher salt', 'cumin', 'lemon juice', 'canola oil', 'hot water', 'extra virgin olive oil']","['dried chickpeas', 'baking soda', 'cold water', 'garlic', 'raw tahini', 'kosher salt', 'cumin', 'lemon juice', 'canola oil', 'hot water', 'extra virgin olive oil']"
111,3918.0,Edamame Moringa Dip,,,,2.0,"['easy', 'food_processor', 'middle_eastern', 'fusion', 'gluten_free', 'snacks', 'american', 'mashup', 'healthy', 'measuring_spoons', 'spatula', 'liquid_measuring_cup', 'pyrex', 'casual_party', 'low_sugar', 'high_fiber', 'dairy_free', 'vegan', 'vegetarian']","['shelled edamame', 'paprika', 'cumin', 'garlic', 'tahini', 'lemon juice', 'water', 'moringa powder', 'salt', 'olive oil']","['shelled edamame', 'paprika', 'cumin', 'garlic', 'tahini', 'lemon juice', 'water', 'moringa powder', 'salt', 'olive oil']"
112,3872.0,Pakistani-Style Veggie Pakoras,,,,4.0,"['easy', 'indian', 'deep_fry', 'gluten_free', 'casual_party', 'stove_top', 'middle_eastern', 'comfort_food', 'chefs_knife', 'appetizers', 'mixing_bowl', 'measuring_spoons', 'big_batch', 'cooling_rack', 'spider', 'dry_measuring_cups', 'liquid_measuring_cup', 'pyrex', 'paper_napkins', 'spring_holiday', 'high_fiber', 'vegetarian']","['pomegranate seeds', 'whole cumin seeds', 'chickpea flour', 'black pepper', 'cayenne pepper', 'ground coriander', 'baking powder', 'salt', 'full-fat yogurt', 'water', 'fresh cilantro', 'small onion', 'jalapeño', 'jalapeño', 'yukon gold potato', 'eggplant', 'oil', 'mint chutney', 'tamarind sauce', 'ketchup']","['pomegranate seeds', 'whole cumin seeds', 'chickpea flour', 'black pepper', 'cayenne pepper', 'ground coriander', 'baking powder', 'salt', 'full-fat yogurt', 'water', 'fresh cilantro', 'small onion', 'jalapeño', 'jalapeño', 'yukon gold potato', 'eggplant', 'oil', 'mint chutney', 'tamarind sauce', 'ketchup']"
113,3769.0,Cheese Naan Bread,,,,3.0,"['pyrex', 'liquid_measuring_cup', 'spatula', 'plastic_wrap', 'cutting_board', 'rolling_pin', 'easy', 'comfort_food', 'casual_party', 'pan_fry', 'saute_pan', 'stove_top', 'middle_eastern', 'kid_friendly', 'stuffed', 'sides', 'special_occasion', 'vegetarian']","['unsalted butter', 'milk', 'active dry yeast', 'salt', 'sugar', 'bread flour', 'cake flour', 'shredded mozzarella cheese']","['unsalted butter', 'milk', 'active dry yeast', 'salt', 'sugar', 'bread flour', 'cake flour', 'shredded mozzarella cheese']"
114,3751.0,Buffalo Chickpea Wraps,,,,2.0,"['cast_iron_pan', 'spatula', 'easy', 'whisk', 'lunch', 'cutting_board', 'liquid_measuring_cup', 'healthy', 'chefs_knife', 'weeknight', 'stove_top', 'middle_eastern', 'sauce_pan', 'measuring_spoons', 'mccormick_game_day', 'frank_s_vegetarian_snacks', 'budget_10', 'high_protein', 'high_fiber', 'dairy_free', 'vegan', 'vegetarian']","['olive oil', 'chickpeas', 'garlic powder', 'salt', 'buffalo sauce', 'hummus', 'lemon juice', 'water', 'large tortilla', 'romaine lettuce', 'tomato', 'red onion']","['olive oil', 'chickpeas', 'garlic powder', 'salt', 'buffalo sauce', 'hummus', 'lemon juice', 'water', 'large tortilla', 'romaine lettuce', 'tomato', 'red onion']"
115,3749.0,Tabbouleh,,,,4.0,"['dry_measuring_cups', 'liquid_measuring_cup', 'spring', 'wooden_spoon', 'weeknight', 'summer', 'cutting_board', 'chefs_knife', 'mixing_bowl', 'healthy', 'easy', 'strainer', 'pyrex', 'appetizers', 'middle_eastern', 'low_sugar', 'dairy_free', 'vegan', 'vegetarian']","['fresh parsley', 'medium tomato', 'salt', 'fresh lemon juice', 'fine grain bulgur', 'water', 'english cucumber', 'scallions', 'olive oil', 'salt', 'pepper', 'fresh mint leaf']","['fresh parsley', 'medium tomato', 'salt', 'fresh lemon juice', 'fine grain bulgur', 'water', 'english cucumber', 'scallions', 'olive oil', 'salt', 'pepper', 'fresh mint leaf']"
116,865.0,Chopped Mediterranean Salad,,,,4.0,"['middle_eastern', 'easy', 'weeknight', 'bbq', 'healthy', 'gluten_free', 'chefs_knife', 'cutting_board', 'measuring_spoons', 'dry_measuring_cups', 'peeler', 'wooden_spoon', 'sides', 'fourth_of_july', 'chop_champ', 'every_occasion']","['cucumber', 'tomato', 'red onion', 'feta cheese', 'olive oil', 'red wine vinegar', 'salt', 'black pepper', 'lemon juice', 'kalamata olive']","['cucumber', 'tomato', 'red onion', 'feta cheese', 'olive oil', 'red wine vinegar', 'salt', 'black pepper', 'lemon juice', 'kalamata olive']"
117,499.0,One-Pan Southwestern Chicken Quinoa,,,,4.0,"['easy', 'gluten_free', 'one_pot_or_pan', 'weeknight', 'pan_fry', 'stove_top', 'dinner', 'mexican', 'american', 'healthy', 'fusion', 'lunch', 'pyrex', 'sauce_pan', 'liquid_measuring_cup', 'measuring_spoons']","['olive oil', 'chicken breast', 'garlic', 'jalapeño', 'quinoa', 'vegetable broth', 'black beans', 'fire-roasted diced tomato', 'corn', 'chili powder', 'cumin', 'salt', 'pepper', 'avocado', 'lime', 'fresh cilantro']","['olive oil', 'chicken breast', 'garlic', 'jalapeño', 'quinoa', 'vegetable broth', 'black beans', 'fire-roasted diced tomato', 'corn', 'chili powder', 'cumin', 'salt', 'pepper', 'avocado', 'lime', 'fresh cilantro']"
118,3582.0,Baked Falafel And Tzatziki Sauce,,,,16.0,"['middle_eastern', 'strainer', 'baking_pan', 'ice_cream_scoop', 'spatula', 'appetizers', 'food_processor', 'oven', 'chefs_knife', 'cutting_board', 'parchment_paper', 'bake', 'snacks', 'big_batch', 'microplane', 'casual_party', 'date_night', 'low_calorie', 'low_sugar', 'vegetarian']","['dried chickpea', 'water', 'fresh parsley', 'fresh cilantro', 'fresh mint', 'garlic', 'onion', 'paprika', 'cumin', 'ground coriander', 'baking soda', 'toasted sesame seed', 'salt', 'pepper', 'olive oil', 'cucumber', 'greek yogurt', 'fresh mint', 'garlic', 'olive oil', 'lemon juice']","['dried chickpea', 'water', 'fresh parsley', 'fresh cilantro', 'fresh mint', 'garlic', 'onion', 'paprika', 'cumin', 'ground coriander', 'baking soda', 'toasted sesame seed', 'salt', 'pepper', 'olive oil', 'cucumber', 'greek yogurt', 'fresh mint', 'garlic', 'olive oil', 'lemon juice']"
119,3581.0,Classic Falafel And Tahini Sauce,,,,16.0,"['food_processor', 'snacks', 'easy', 'appetizers', 'deep_fry', 'middle_eastern', 'stove_top', 'mixing_bowl', 'saute_pan', 'liquid_measuring_cup', 'measuring_spoons', 'pyrex', 'date_night', 'casual_party', 'low_calorie', 'low_sugar', 'dairy_free', 'vegan', 'vegetarian']","['dried chickpea', 'water', 'fresh parsley', 'fresh cilantro', 'fresh mint', 'garlic', 'onion', 'paprika', 'cumin', 'ground coriander', 'baking soda', 'sesame seed', 'salt', 'pepper', 'oil', 'sesame seed', 'sesame oil', 'olive oil', 'lemon juice']","['dried chickpea', 'water', 'fresh parsley', 'fresh cilantro', 'fresh mint', 'garlic', 'onion', 'paprika', 'cumin', 'ground coriander', 'baking soda', 'sesame seed', 'salt', 'pepper', 'oil', 'sesame seed', 'sesame oil', 'olive oil', 'lemon juice']"
120,8548.0,Air Fryer Pumpkin Seeds,15.0,40.0,55.0,5.0,"['winter', '5_ingredients_or_less', 'fall', 'snacks', 'halloween', 'thanksgiving', 'air_fryer', 'under_1_hour', 'vegetarian']","['pumpkin', 'melted butter', 'kosher salt', 'sugar', 'pumpkin spice']","['pumpkin', 'melted butter', 'kosher salt', 'sugar', 'pumpkin spice']"
121,8516.0,Halloween Conchas,,,1460.0,14.0,"['bakery_goods', 'desserts', 'mexican', 'oven', 'halloween', 'bake', 'fall']","['all-purpose flour', 'instant yeast', 'granulated sugar', 'kosher salt', 'large egg', 'large egg yolk', 'whole milk', 'vanilla extract', 'unsalted butter', 'nonstick cooking spray']","['all-purpose flour', 'instant yeast', 'granulated sugar', 'kosher salt', 'large egg', 'large egg yolk', 'whole milk', 'vanilla extract', 'unsalted butter', 'nonstick cooking spray']"
122,8515.0,Pumpkin Nutella Loaf,65.0,10.0,120.0,10.0,"['casual_party', 'bakery_goods', 'bake', 'fall', 'oven', 'indulgent_sweets', 'halloween', 'desserts']","['nonstick cooking spray', 'all purpose flour', 'baking powder', 'baking soda', 'kosher salt', 'ground cinnamon', 'freshly grated nutmeg', 'ground ginger', 'ground cloves', 'ground allspice', 'pumpkin puree', 'unsalted butter', 'large egg', 'granulated sugar', 'brown sugar', 'vanilla extract', 'nutella']","['nonstick cooking spray', 'all purpose flour', 'baking powder', 'baking soda', 'kosher salt', 'ground cinnamon', 'freshly grated nutmeg', 'ground ginger', 'ground cloves', 'ground allspice', 'pumpkin puree', 'unsalted butter', 'large egg', 'granulated sugar', 'brown sugar', 'vanilla extract', 'nutella']"
123,8506.0,Pumpkin Spinach Artichoke Dip,40.0,10.0,60.0,6.0,"['easy', 'under_1_hour', 'fall', 'appetizers', 'snacks', 'american', 'halloween', 'comfort_food', 'mashup', 'one_pot_or_pan', 'casual_party', 'vegetarian']","['salted butter', 'garlic', 'fresh spinach', 'artichoke heart', 'shredded sharp white cheddar cheese', 'fresh mozzarella cheese', 'cream cheese', 'sour cream', 'pure pumpkin purée', 'kosher salt', 'freshly ground black pepper', 'baguette']","['salted butter', 'garlic', 'fresh spinach', 'artichoke heart', 'shredded sharp white cheddar cheese', 'fresh mozzarella cheese', 'cream cheese', 'sour cream', 'pure pumpkin purée', 'kosher salt', 'freshly ground black pepper', 'baguette']"
124,8504.0,Halloween Candy Popcorn,3.0,2.0,5.0,4.0,"['halloween', 'under_15_minutes', 'snacks', 'easy', 'microwave', 'happy_hour', 'casual_party', 'fall', 'under_30_minutes', 'under_45_minutes', 'under_1_hour', 'vegetarian']","['unpopped popcorn kernels', 'salted butter', 'green food coloring', 'granulated sugar', 'chocolate pieces', 'pretzel stick', 'candy corn', 'gummy worms']","['unpopped popcorn kernels', 'salted butter', 'green food coloring', 'granulated sugar', 'chocolate pieces', 'pretzel stick', 'candy corn', 'gummy worms']"
125,8504.0,Halloween Candy Popcorn,3.0,2.0,5.0,4.0,"['halloween', 'under_15_minutes', 'snacks', 'easy', 'microwave', 'happy_hour', 'casual_party', 'fall', 'under_30_minutes', 'under_45_minutes', 'under_1_hour', 'vegetarian']","['unpopped popcorn kernels', 'salted butter', 'green food coloring', 'granulated sugar', 'chocolate pieces', 'pretzel stick', 'candy corn', 'gummy worms']","['unpopped popcorn kernels', 'salted butter', 'green food coloring', 'granulated sugar', 'chocolate pieces', 'pretzel stick', 'candy corn', 'gummy worms']"
126,8495.0,Spooky Chocolate Apple Pops,1.0,3.0,15.0,8.0,"['easy', '5_ingredients_or_less', 'desserts', 'casual_party', 'halloween', 'no_bake_desserts', 'indulgent_sweets', 'fall']","['chocolate cookie sticks', 'mini chocolate sandwich cookies', 'apple', 'semisweet chocolate melts', 'jumbo marshmallow']","['chocolate cookie sticks', 'mini chocolate sandwich cookies', 'apple', 'semisweet chocolate melts', 'jumbo marshmallow']"
127,8485.0,Caramel Apple Cream Cheese Board,0.0,3.0,10.0,8.0,"['5_ingredients_or_less', 'snacks', 'under_30_minutes', 'no_bake_desserts', 'appetizers', 'thanksgiving', 'casual_party', 'halloween', 'indulgent_sweets', 'fall', 'winter', 'under_15_minutes', 'under_45_minutes', 'under_1_hour', 'vegetarian']","['cream cheese', 'caramel sauce', 'peanuts', 'chocolate-covered toffee candy', 'green apple']","['cream cheese', 'caramel sauce', 'peanuts', 'chocolate-covered toffee candy', 'green apple']"
128,8477.0,Pumpkin Alfredo,,,35.0,4.0,"['easy', 'under_1_hour', 'dinner', 'comfort_food', 'mashup', 'italian', 'halloween', 'stove_top', 'weeknight', 'fall', 'winter', 'under_45_minutes', 'vegetarian']","['salted butter', 'half-and-half', 'pumpkin puree', 'grated parmesan cheese', 'ground nutmeg', 'kosher salt', 'freshly ground black pepper', 'dried fettuccine noodles']","['salted butter', 'half-and-half', 'pumpkin puree', 'grated parmesan cheese', 'ground nutmeg', 'kosher salt', 'freshly ground black pepper', 'dried fettuccine noodles']"
129,8469.0,Squash & Sage Pierogi,,,,36.0,"['appetizers', 'fall', 'dinner', 'halloween', 'thanksgiving', 'comfort_food', 'winter', 'vegetarian']","['butternut squash', 'olive oil', 'kosher salt', 'McCormick® ground black pepper', 'McCormick® Rubbed Sage']","['butternut squash', 'olive oil', 'kosher salt', 'mccormick® ground black pepper', 'mccormick® rubbed sage']"
130,8468.0,Pumpkin Tiramisu,,,,10.0,"['desserts', 'fall', 'indulgent_sweets', 'halloween', 'thanksgiving']","['water', 'instant espresso powder', 'light brown sugar', 'McCormick® Ground Cinnamon', 'McCormick® Ground Nutmeg']","['water', 'instant espresso powder', 'light brown sugar', 'mccormick® ground cinnamon', 'mccormick® ground nutmeg']"
131,8384.0,Halloween-Inspired Spicy Tomato Cream Pasta,25.0,10.0,40.0,6.0,"['saute_pan', 'vegetarian', 'halloween', 'cheese_grater', 'under_45_minutes', 'italian', 'dinner', 'comfort_food', 'stove_top', 'under_1_hour']","['kosher salt', 'dried pasta', 'salted butter', 'olive oil', 'garlic cloves', 'shallot', 'red pepper flakes', 'tomato paste', 'tomato sauce', 'heavy cream', 'fresh basil leaves', 'freshly grated parmesan cheese', 'freshly ground black pepper']","['kosher salt', 'dried pasta', 'salted butter', 'olive oil', 'garlic cloves', 'shallot', 'red pepper flakes', 'tomato paste', 'tomato sauce', 'heavy cream', 'fresh basil leaves', 'freshly grated parmesan cheese', 'freshly ground black pepper']"
132,7873.0,Freak Show Funnel Cakes,35.0,10.0,50.0,8.0,"['spider', 'mixing_bowl', 'measuring_spoons', 'stove_top', 'whisk', 'tongs', 'halloween', 'sieve', 'plastic_wrap', 'dry_measuring_cups', 'liquid_measuring_cup', 'american', 'desserts', 'indulgent_sweets', 'fall', 'special_occasion', 'deep_fry', 'under_1_hour']","['neutral oil', 'large egg', 'whole milk', 'McCormick® vanilla extract', 'all purpose flour', 'granulated sugar', 'baking powder', 'kosher salt', 'dark cocoa powder', 'red food coloring', 'powdered sugar', 'marshmallow']","['neutral oil', 'large egg', 'whole milk', 'mccormick® vanilla extract', 'all purpose flour', 'granulated sugar', 'baking powder', 'kosher salt', 'dark cocoa powder', 'red food coloring', 'powdered sugar', 'marshmallow']"
133,7863.0,Frankenstein’s Arm Charcuterie,45.0,20.0,65.0,8.0,"['big_batch', 'mixing_bowl', 'chefs_knife', 'offset_spatula', 'cutting_board', 'plastic_wrap', 'hand_mixer', 'ice_cream_scoop', 'halloween', 'appetizers', 'casual_party', 'happy_hour', 'snacks', 'charcuterie_inspiration', 'low_carb', 'low_sugar', 'keto']","['goat cheese', 'cream cheese', 'fresh flat-leaf parsley', 'fresh chives', 'freshly ground black pepper', 'string cheese', 'prosciutto', 'pesto', 'large green olives']","['goat cheese', 'cream cheese', 'fresh flat-leaf parsley', 'fresh chives', 'freshly ground black pepper', 'string cheese', 'prosciutto', 'pesto', 'large green olives']"
134,7869.0,Mummy Cookies,,,,24.0,"['indulgent_sweets', 'desserts', 'halloween', 'special_occasion', 'baking_pan', 'oven_mitts', 'oven', 'low_carb', 'low_calorie', 'low_sugar', 'low_fat']","['unsalted butter', 'granulated sugar', 'large egg', 'vanilla extract', 'all purpose flour', 'kosher salt', 'baking soda']","['unsalted butter', 'granulated sugar', 'large egg', 'vanilla extract', 'all purpose flour', 'kosher salt', 'baking soda']"
135,7870.0,Raspberry Rose Bloody Lava Cake,,,,6.0,"['oven', 'indulgent_sweets', 'desserts', 'bakery_goods', 'baking_pan', 'parchment_paper', 'spatula', 'halloween']","['unsalted butter', 'cocoa powder']","['unsalted butter', 'cocoa powder']"
136,2868.0,Strawberry Chocolate Overnight Oats,,,,1.0,"['easy', 'healthy', 'kid_friendly', 'meal_prep', 'breakfast', 'american', 'liquid_measuring_cup', 'dry_measuring_cups', 'measuring_spoons', 'cutting_board', 'chefs_knife', 'qfp_recipes', 'high_fiber', 'vegetarian', 'walmart_meal_planning']","['rolled oats', 'almond milk', 'greek yogurt', 'maple syrup', 'cocoa powder', 'strawberry']","['rolled oats', 'almond milk', 'greek yogurt', 'maple syrup', 'cocoa powder', 'strawberry']"
137,2864.0,Whole Wheat Pita Chips,,,,6.0,"['middle_eastern', 'easy', 'healthy', 'oven', 'casual_party', 'bake', 'game_day', 'kid_friendly', 'one_pot_or_pan', 'appetizers', 'baking_pan', 'oven_mitts', 'parchment_paper', 'chefs_knife', 'measuring_spoons', 'pyrex', 'mixing_bowl', 'low_calorie', '5_ingredients_or_less', 'dairy_free', 'vegan', 'vegetarian']","['whole wheat pita', 'olive oil', 'salt', 'pepper', 'garlic powder']","['whole wheat pita', 'olive oil', 'salt', 'pepper', 'garlic powder']"
138,1762.0,Paleo Blueberry Cobbler,,,,4.0,"['oven', 'desserts', 'bakery_goods', 'date_night', 'bake', 'healthy', 'gluten_free', 'easy', 'weeknight', 'high_fiber', 'dairy_free']","['almond flour', 'sliced almond', 'virgin coconut oil', 'organic maple syrup', 'additive-free cinnamon', 'nutmeg', 'sea salt', 'fresh blueberry', 'lemon']","['almond flour', 'sliced almond', 'virgin coconut oil', 'organic maple syrup', 'additive-free cinnamon', 'nutmeg', 'sea salt', 'fresh blueberry', 'lemon']"
139,1763.0,Paleo Flourless Chocolate Torte,,,,4.0,"['oven', 'indulgent_sweets', 'desserts', 'bake', 'date_night', 'special_occasion', 'gluten_free', 'spatula', 'pyrex', 'mixing_bowl', 'ice_cream_scoop', 'liquid_measuring_cup', 'oven_mitts', 'baking_pan', 'dairy_free']","['unsweetened chocolate', 'virgin coconut oil', 'egg', 'unprocessed honey', 'pure vanilla extract', 'sea salt']","['unsweetened chocolate', 'virgin coconut oil', 'egg', 'unprocessed honey', 'pure vanilla extract', 'sea salt']"
140,1759.0,Neapolitan Dairy-free Milkshake,,,,2.0,"['blender', 'easy', 'drinks', 'desserts', 'weeknight']","['frozen banana', 'dairy-free vanilla ice cream', 'dairy-free milk', 'ice cube', 'strawberry', 'cocoa powder']","['frozen banana', 'dairy-free vanilla ice cream', 'dairy-free milk', 'ice cube', 'strawberry', 'cocoa powder']"
